statReviewAvailable,PPAReviewAvailable,Name,appType,PPAReviewLink,Company,reviewAvailable,marketStat,appNo,approvDate,reviewPageLink,sumReviewAvailable,PatientPopulationAltered,medReviewAvailable
-,False,GOLYTELY,NDA,-,BRAINTREE,False,Prescription,19011,1984-07-13,-,-,False,-
-,-,GO-EVAC,ANDA,-,VINTAGE PHARMS,-,Discontinued,73433,1992-04-28,-,-,-,-
-,False,GLYSET,NDA,-,PHARMACIA AND UPJOHN,False,Prescription,20682,1996-12-18,-,-,False,-
True,False,GLYXAMBI,NDA,-,BOEHRINGER INGELHEIM,True,Prescription,206073,2015-01-30,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/206073Orig1s000TOC.cfm,True,False,True
-,-,GLYDO,ANDA,-,SAGENT PHARMS,-,Prescription,201094,2014-04-28,-,-,-,-
-,False,GLYNASE,NDA,-,PHARMACIA AND UPJOHN,False,Prescription,20051,1992-03-04,-,-,False,-
-,-,GLYCOPYRROLATE,-,-,-,-,Discontinued,40568,-,-,-,-,-
-,-,GLYCOPYRROLATE,-,-,-,-,Discontinued,40836,-,-,-,-,-
-,-,GLYCOPYRROLATE,-,-,-,-,Discontinued,81169,-,-,-,-,-
-,-,GLYCOPYRROLATE,-,-,-,-,Discontinued,85562,-,-,-,-,-
-,-,GLYCOPYRROLATE,-,-,-,-,Discontinued,85563,-,-,-,-,-
-,-,GLYCOPYRROLATE,-,-,-,-,Discontinued,86178,-,-,-,-,-
-,-,GLYCOPYRROLATE,-,-,-,-,Discontinued,86900,-,-,-,-,-
-,-,GLYCOPYRROLATE,-,-,-,-,Discontinued,86902,-,-,-,-,-
-,-,GLYCOPYRROLATE,-,-,-,-,Discontinued,86947,-,-,-,-,-
-,-,GLYCOPYRROLATE,-,-,-,-,Discontinued,88475,-,-,-,-,-
-,-,GLYCOPYRROLATE,-,-,-,-,Discontinued,89393,-,-,-,-,-
-,-,GLYCOPYRROLATE,-,-,-,-,Discontinued,89397,-,-,-,-,-
-,-,GLYCORT,ANDA,-,HERAN,-,Discontinued,87489,-,-,-,-,-
-,-,GLYCOPYRROLATE,ANDA,-,AUROLIFE PHARMA LLC,-,Prescription,202675,2013-04-15,-,-,-,-
-,-,GLYCOPYRROLATE,ANDA,-,NEXGEN PHARMA,-,Prescription,91522,2012-03-12,-,-,-,-
-,-,GLYCOPYRROLATE,ANDA,-,NATCO PHARMA LTD,-,Prescription,91413,2016-06-20,-,-,-,-
-,-,GLYCOPYRROLATE,ANDA,-,STASON PHARMS,-,Prescription,91182,2014-02-03,-,-,-,-
-,-,GLYCOPYRROLATE,ANDA,-,HIKMA FARMACEUTICA,-,Prescription,90963,2011-09-21,-,-,-,-
-,-,GLYCOPYRROLATE,ANDA,-,LEADING PHARMA LLC,-,Prescription,90195,2012-09-20,-,-,-,-
-,-,GLYCOPYRROLATE,ANDA,-,VINTAGE PHARMS,-,Prescription,90020,2011-10-19,-,-,-,-
-,-,GLYCOPYRROLATE,ANDA,-,LUITPOLD,-,Prescription,89335,1986-07-23,-,-,-,-
-,-,GLYCOPYRROLATE,ANDA,-,DR REDDYS LABS LTD,-,Prescription,40847,2008-03-21,-,-,-,-
-,-,GLYCOPYRROLATE,ANDA,-,SUN PHARM INDS LTD,-,Prescription,40844,2009-08-18,-,-,-,-
-,-,GLYCOPYRROLATE,ANDA,-,RISING PHARMS INC,-,Prescription,40821,2008-12-29,-,-,-,-
-,-,GLYCOPYRROLATE,ANDA,-,PAR PHARM,-,Prescription,40653,2006-08-31,-,-,-,-
-,-,GLYCOPREP,ANDA,-,GOLDLINE,-,Discontinued,72319,-,-,-,-,-
-,-,GLYCOLAX,ANDA,-,KREMERS URBAN PHARMS,-,Over-the-counter,90600,2009-10-06,-,-,-,-
-,-,GLYCOLAX,ANDA,-,KREMERS URBAN PHARMS,-,Prescription,76652,2004-07-02,-,-,-,-
-,-,GLYCINE 1.5% IN PLASTIC CONTAINER,-,-,-,-,Discontinued,17633,-,-,-,-,-
-,-,GLYCINE 1.5% IN PLASTIC CONTAINER,-,-,-,-,Discontinued,18522,-,-,-,-,-
-,-,GLYBURIDE AND METFORMIN HYDROCHLORIDE,-,-,-,-,Discontinued,76731,-,-,-,-,-
-,-,GLYBURIDE AND METFORMIN HYDROCHLORIDE,-,-,-,-,Discontinued,76821,-,-,-,-,-
-,-,GLYBURIDE AND METFORMIN HYDROCHLORIDE,ANDA,-,ZYDUS PHARMS USA INC,-,Prescription,206748,2016-02-29,-,-,-,-
-,False,GLYCINE 1.5% IN PLASTIC CONTAINER,NDA,-,HOSPIRA,False,Prescription,18315,1980-02-22,-,-,False,-
-,-,GLYBURIDE AND METFORMIN HYDROCHLORIDE,ANDA,-,HERITAGE PHARMS INC,-,Prescription,79009,2009-06-03,-,-,-,-
-,-,GLYBURIDE AND METFORMIN HYDROCHLORIDE,ANDA,-,AUROBINDO PHARMA,-,Prescription,77870,2007-11-14,-,-,-,-
-,-,GLYBURIDE AND METFORMIN HYDROCHLORIDE,ANDA,-,ACTAVIS ELIZABETH,-,Prescription,76716,2005-06-28,-,-,-,-
-,-,GLYBURIDE AND METFORMIN HYDROCHLORIDE,ANDA,-,IMPAX LABS INC,-,Prescription,76345,2004-02-18,-,-,-,-
-,-,GLYBURIDE (MICRONIZED),-,-,-,-,Discontinued,20055,-,-,-,-,-
-,-,GLYBURIDE (MICRONIZED),-,-,-,-,Discontinued,75174,-,-,-,-,-
-,False,GLYCINE 1.5% IN PLASTIC CONTAINER,NDA,-,B BRAUN,False,Prescription,16784,1978-02-06,-,-,False,-
-,-,GLYBURIDE (MICRONIZED),ANDA,-,HIKMA,-,Prescription,75890,2003-07-31,-,-,-,-
-,-,GLYBURIDE (MICRONIZED),ANDA,-,MYLAN,-,Prescription,74792,1998-06-26,-,-,-,-
-,-,GLYBURIDE (MICRONIZED),ANDA,-,TEVA,-,Prescription,74686,1999-04-20,-,-,-,-
-,-,GLYBURIDE (MICRONIZED),ANDA,-,DAVA PHARMS INC,-,Prescription,74591,1997-12-22,-,-,-,-
-,-,GLYBURIDE,-,-,-,-,Discontinued,75947,-,-,-,-,-
-,-,GLUTETHIMIDE,-,-,-,-,Discontinued,83234,-,-,-,-,-
-,-,GLUTETHIMIDE,-,-,-,-,Discontinued,83475,-,-,-,-,-
-,-,GLUTETHIMIDE,-,-,-,-,Discontinued,84362,-,-,-,-,-
-,-,GLUTETHIMIDE,-,-,-,-,Discontinued,85171,-,-,-,-,-
-,-,GLUTETHIMIDE,-,-,-,-,Discontinued,85571,-,-,-,-,-
-,-,GLUTETHIMIDE,-,-,-,-,Discontinued,85763,-,-,-,-,-
-,-,GLUTETHIMIDE,-,-,-,-,Discontinued,87297,-,-,-,-,-
-,-,GLUTETHIMIDE,-,-,-,-,Discontinued,89458,-,-,-,-,-
-,-,GLUTETHIMIDE,-,-,-,-,Discontinued,89459,-,-,-,-,-
-,-,GLYBURIDE,ANDA,-,ZYDUS PHARMS USA INC,-,Prescription,206749,2016-05-10,-,-,-,-
-,-,GLYBURIDE,ANDA,-,COREPHARMA,-,Prescription,206079,2015-09-30,-,-,-,-
-,-,GLYBURIDE,ANDA,-,PHARMADAX INC,-,Prescription,203581,2016-04-14,-,-,-,-
-,-,GLYBURIDE,ANDA,-,HERITAGE PHARMS INC,-,Prescription,90937,2011-02-28,-,-,-,-
-,-,GLYBURIDE,ANDA,-,AUROBINDO PHARMA,-,Prescription,77537,2007-10-18,-,-,-,-
-,-,GLYBURIDE,ANDA,-,COREPHARMA,-,Prescription,76257,2002-06-27,-,-,-,-
-,-,GLYBURIDE,ANDA,-,TEVA,-,Prescription,74388,1995-08-29,-,-,-,-
-,-,GLUCOVANCE,NDA,-,BRISTOL MYERS SQUIBB,-,Discontinued,21178,2000-07-31,-,-,-,-
True,False,GLUMETZA,NDA,-,SANTARUS INC,True,Prescription,21748,2005-06-03,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021748s000_GlumetzaTOC.cfm,False,False,True
-,False,GLUCOTROL XL,NDA,-,PFIZER,False,Prescription,20329,1994-04-26,-,-,False,-
-,False,GLUCOTROL,NDA,-,PFIZER,False,Prescription,17783,1984-05-08,-,-,False,-
-,-,GLUCOSCAN,NDA,-,BRISTOL MYERS SQUIBB,-,Discontinued,17907,1978-05-25,-,-,-,-
-,True,GLUCOPHAGE,NDA,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/20357s19_glucophage.cfm,BRISTOL MYERS SQUIBB,False,Prescription,20357,1995-03-03,-,-,True,-
True,False,GLUCOPHAGE XR,NDA,-,BRISTOL MYERS SQUIBB,True,Prescription,21202,2000-10-13,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/21-202_Glucophage.cfm,False,False,True
-,-,GLUCAGON,-,-,-,-,Discontinued,12122,-,-,-,-,-
-,-,GLUCAGON,-,-,-,-,Discontinued,71022,-,-,-,-,-
-,-,GLUCAGON,-,-,-,-,Discontinued,71023,-,-,-,-,-
-,-,GLUCAMIDE,ANDA,-,TEVA PHARMS USA,-,Discontinued,88641,-,-,-,-,-
-,False,GLUCAGON,NDA,-,LILLY,False,Prescription,20928,1998-09-11,-,-,False,-
False,False,GLUCAGON,NDA,-,FRESENIUS KABI USA,True,Prescription,201849,2015-05-08,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/201849Orig1s000TOC.cfm,True,False,True
-,-,GLUCAGON,-,-,-,-,Discontinued,12122,-,-,-,-,-
-,-,GLUCAGON,-,-,-,-,Discontinued,71022,-,-,-,-,-
-,-,GLUCAGON,-,-,-,-,Discontinued,71023,-,-,-,-,-
False,False,GLUCAGEN,NDA,-,NOVO NORDISK,True,Prescription,20918,1998-06-22,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/020918s000_GlucagenTOC.cfm,False,False,True
-,False,GLUCAGON,NDA,-,LILLY,False,Prescription,20928,1998-09-11,-,-,False,-
-,-,GLIPIZIDE AND METFORMIN HYDROCHLORIDE,ANDA,-,ZYDUS PHARMS USA INC,-,Prescription,78905,2011-01-31,-,-,-,-
-,False,GLOFIL-125,NDA,-,ISOTEX,False,Prescription,17279,1974-02-12,-,-,False,-
-,-,GLIPIZIDE AND METFORMIN HYDROCHLORIDE,ANDA,-,HERITAGE PHARMS INC,-,Prescription,78728,2010-06-23,-,-,-,-
-,-,GLIPIZIDE AND METFORMIN HYDROCHLORIDE,ANDA,-,MYLAN,-,Prescription,78083,2007-04-12,-,-,-,-
-,-,GLIPIZIDE AND METFORMIN HYDROCHLORIDE,ANDA,-,SUN PHARM INDS INC,-,Prescription,77620,2008-01-11,-,-,-,-
-,-,GLIPIZIDE AND METFORMIN HYDROCHLORIDE,ANDA,-,COREPHARMA,-,Prescription,77507,2005-10-27,-,-,-,-
-,-,GLIPIZIDE AND METFORMIN HYDROCHLORIDE,ANDA,-,TEVA PHARMS,-,Prescription,77270,2005-10-28,-,-,-,-
-,-,GLIPIZIDE,-,-,-,-,Discontinued,74370,-,-,-,-,-
-,-,GLIPIZIDE,-,-,-,-,Discontinued,74378,-,-,-,-,-
-,-,GLIPIZIDE,-,-,-,-,Discontinued,74387,-,-,-,-,-
-,-,GLIPIZIDE,-,-,-,-,Discontinued,74542,-,-,-,-,-
-,-,GLIPIZIDE,-,-,-,-,Discontinued,74619,-,-,-,-,-
-,-,GLIMEPIRIDE,-,-,-,-,Discontinued,76875,-,-,-,-,-
-,-,GLIMEPIRIDE,-,-,-,-,Discontinued,76995,-,-,-,-,-
-,-,GLIMEPIRIDE,-,-,-,-,Discontinued,77274,-,-,-,-,-
-,-,GLIMEPIRIDE,-,-,-,-,Discontinued,77280,-,-,-,-,-
-,-,GLIMEPIRIDE,-,-,-,-,Discontinued,77366,-,-,-,-,-
-,-,GLIMEPIRIDE,-,-,-,-,Discontinued,77486,-,-,-,-,-
-,-,GLIMEPIRIDE,-,-,-,-,Discontinued,78952,-,-,-,-,-
-,-,GLIPIZIDE,ANDA,-,ZYDUS PHARMS USA INC,-,None (Tentative Approval),203499,-,-,-,-,-
-,-,GLIMEPIRIDE,ANDA,-,AUROBINDO PHARMA LTD,-,Prescription,202759,2012-06-29,-,-,-,-
-,-,GLIMEPIRIDE,ANDA,-,INDOCO REMEDIES,-,Prescription,202112,2013-04-17,-,-,-,-
-,-,GLIMEPIRIDE,ANDA,-,MICRO LABS LTD INDIA,-,Prescription,91220,2012-06-29,-,-,-,-
-,-,GLIMEPIRIDE,ANDA,-,ACCORD HLTHCARE,-,Prescription,78181,2007-08-23,-,-,-,-
-,-,GLIMEPIRIDE,ANDA,-,CARLSBAD,-,Prescription,77911,2009-09-22,-,-,-,-
-,-,GLIMEPIRIDE,ANDA,-,MYLAN,-,Prescription,77624,2005-11-28,-,-,-,-
-,-,GLIMEPIRIDE,ANDA,-,VINTAGE,-,Prescription,77370,2005-12-23,-,-,-,-
-,-,GLIMEPIRIDE,ANDA,-,INVAGEN PHARMS,-,Prescription,77295,2005-10-06,-,-,-,-
-,-,GLIMEPIRIDE,ANDA,-,DR REDDYS LABS LTD,-,Prescription,77091,2005-10-06,-,-,-,-
-,-,GLIMEPIRIDE,ANDA,-,TEVA,-,Prescription,76802,2005-10-06,-,-,-,-
-,-,GLIPIZIDE,ANDA,-,MYLAN PHARMS INC,-,Prescription,202298,2015-05-19,-,-,-,-
-,-,GLIPIZIDE,ANDA,-,SUN PHARM INDS INC,-,Prescription,77820,2006-07-11,-,-,-,-
-,-,GLIPIZIDE,ANDA,-,WATSON LABS,-,Prescription,76467,2003-09-08,-,-,-,-
-,-,GLIPIZIDE,ANDA,-,PAR PHARM,-,Prescription,76159,2013-09-20,-,-,-,-
-,-,GLIPIZIDE,ANDA,-,APOTEX,-,Prescription,75795,2001-06-13,-,-,-,-
-,-,GLIPIZIDE,ANDA,-,ACCORD HLTHCARE,-,Prescription,74550,1997-09-11,-,-,-,-
-,-,GLIPIZIDE,ANDA,-,ANI PHARMS INC,-,Prescription,74497,1995-08-31,-,-,-,-
-,-,GLIPIZIDE,ANDA,-,MYLAN,-,Prescription,74438,1995-06-20,-,-,-,-
-,-,GLIPIZIDE,ANDA,-,SANDOZ,-,Prescription,74305,1995-04-07,-,-,-,-
-,-,GLIPIZIDE,ANDA,-,MYLAN,-,Prescription,74226,1994-05-10,-,-,-,-
-,-,GLIPIZIDE,ANDA,-,WATSON LABS,-,Prescription,74223,1995-02-27,-,-,-,-
-,False,GLIADEL,NDA,-,ARBOR PHARMS LLC,False,Prescription,20637,1996-09-23,-,-,False,-
-,False,GLEOSTINE,NDA,-,CORDEN PHARMA,False,Prescription,17588,1976-08-04,-,-,False,-
-,-,GLEEVEC,-,-,-,-,Discontinued,21335,-,-,-,-,-
-,-,GLATOPA,ANDA,-,SANDOZ INC,-,Prescription,90218,2015-04-16,-,-,-,-
True,True,GLEEVEC,NDA,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21-335s003_21-588s001_Gleevec.cfm,NOVARTIS,True,Prescription,21588,2003-04-18,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021588s000_GleevecTOC.cfm,False,True,False
True,False,GILOTRIF,NDA,-,BOEHRINGER INGELHEIM,True,Prescription,201292,2013-07-12,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/201292Orig1s000TOC.cfm,True,False,True
True,False,GILENYA,NDA,-,NOVARTIS,True,Prescription,22527,2010-09-21,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/022527Orig1s000TOC.cfm,True,False,True
-,-,GILDESS FE 1/20,ANDA,-,VINTAGE PHARMS LLC,-,Prescription,77077,2005-05-20,-,-,-,-
-,-,GILDESS FE 1.5/30,ANDA,-,VINTAGE PHARMS LLC,-,Prescription,77075,2005-04-28,-,-,-,-
-,-,GILDESS 24 FE,ANDA,-,VINTAGE PHARMS,-,Prescription,90293,2014-12-01,-,-,-,-
-,-,GILDESS 1/20,ANDA,-,VINTAGE PHARMS LLC,-,Prescription,77077,2005-05-20,-,-,-,-
-,-,GILDESS 1.5/30,ANDA,-,VINTAGE PHARMS LLC,-,Prescription,77075,2005-04-28,-,-,-,-
-,-,GILDAGIA,ANDA,-,VINTAGE PHARMS,-,Prescription,78376,2012-11-06,-,-,-,-
-,-,"GERMA-MEDICA """"MG""""",NDA,-,HUNTINGTON LABS,-,Discontinued,17412,1978-02-03,-,-,-,-
True,False,GIAZO,NDA,-,VALEANT PHARMS INTL,True,Prescription,22205,2012-02-03,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2012/022205_giazo_toc.cfm,True,False,True
-,-,GERIMAL,-,-,-,-,Discontinued,86188,-,-,-,-,-
-,-,GERIMAL,-,-,-,-,Discontinued,86189,-,-,-,-,-
-,-,GERIMAL,-,-,-,-,Discontinued,88207,-,-,-,-,-
-,-,GERMA-MEDICA,NDA,-,HUNTINGTON LABS,-,Discontinued,17412,1978-02-03,-,-,-,-
-,-,GEREF,-,-,-,-,Discontinued,19863,-,-,-,-,-
-,-,GEREF,-,-,-,-,Discontinued,20443,-,-,-,-,-
-,-,GEODON,-,-,-,-,Discontinued,21483,-,-,-,-,-
-,-,GEOPEN,NDA,-,ROERIG,-,Discontinued,50306,-,-,-,-,-
True,False,GEODON,NDA,-,PFIZER,True,Prescription,20919,2002-06-21,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/20-919_Geodon.cfm,False,False,True
True,False,GEODON,NDA,-,PFIZER,True,Prescription,20825,2001-02-05,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/20-825_Geodan.cfm,False,False,True
-,-,GEODON,-,-,-,-,Discontinued,21483,-,-,-,-,-
-,-,GEOCILLIN,NDA,-,PFIZER,-,Discontinued,50435,1972-10-26,-,-,-,-
-,-,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,-,-,-,-,Discontinued,62588,-,-,-,-,-
-,-,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,-,-,-,-,Discontinued,62814,-,-,-,-,-
-,-,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,ANDA,-,HOSPIRA,-,Prescription,62414,1983-08-15,-,-,-,-
True,False,GENVOYA,NDA,-,GILEAD SCIENCES INC,True,Prescription,207561,2015-11-05,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207561Orig1s000TOC.cfm,True,False,True
-,-,GENTAMICIN SULFATE IN SODIUM CHLORIDE 0.9% IN PLASTIC CONTAINER,ANDA,-,BAXTER HLTHCARE,-,Discontinued,62373,1982-09-07,-,-,-,-
-,-,GENTAMICIN SULFATE,-,-,-,-,Discontinued,62251,-,-,-,-,-
-,-,GENTAMICIN SULFATE,-,-,-,-,Discontinued,62264,-,-,-,-,-
-,-,GENTAMICIN SULFATE,-,-,-,-,Discontinued,62318,-,-,-,-,-
-,-,GENTAMICIN SULFATE,-,-,-,-,Discontinued,62340,-,-,-,-,-
-,-,GENTAMICIN SULFATE,-,-,-,-,Discontinued,62354,-,-,-,-,-
-,-,GENTAMICIN SULFATE,-,-,-,-,Discontinued,62356,-,-,-,-,-
-,-,GENTAMICIN SULFATE,-,-,-,-,Discontinued,62413,-,-,-,-,-
-,-,GENTAMICIN SULFATE,-,-,-,-,Discontinued,62471,-,-,-,-,-
-,-,GENTAMICIN SULFATE,-,-,-,-,Discontinued,62496,-,-,-,-,-
-,-,GENTAMICIN SULFATE,-,-,-,-,Discontinued,62507,-,-,-,-,-
-,-,GENTAMICIN SULFATE,-,-,-,-,Discontinued,62523,-,-,-,-,-
-,-,GENTAMICIN SULFATE,-,-,-,-,Discontinued,62530,-,-,-,-,-
-,-,GENTAMICIN SULFATE,-,-,-,-,Discontinued,62534,-,-,-,-,-
-,-,GENTAMICIN SULFATE,-,-,-,-,Discontinued,62932,-,-,-,-,-
-,-,GENTAMICIN SULFATE,-,-,-,-,Discontinued,63106,-,-,-,-,-
-,-,GENTAMICIN SULFATE,-,-,-,-,Discontinued,63149,-,-,-,-,-
-,-,GENTAMICIN SULFATE,-,-,-,-,Discontinued,64054,-,-,-,-,-
-,-,GENTAMICIN SULFATE,-,-,-,-,Discontinued,64056,-,-,-,-,-
-,-,GENTAMICIN SULFATE,ANDA,-,PERRIGO CO TENNESSEE,-,Prescription,65121,2004-01-30,-,-,-,-
-,-,GENTAMICIN,ANDA,-,INTL MEDICATION,-,Discontinued,62325,-,-,-,-,-
-,-,GENTAMICIN SULFATE,ANDA,-,PERRIGO CO TENNESSEE,-,Prescription,65024,2004-07-30,-,-,-,-
-,-,GENTAMICIN SULFATE,ANDA,-,AKORN,-,Prescription,64093,1995-08-31,-,-,-,-
-,-,GENTAMICIN SULFATE,ANDA,-,BAUSCH AND LOMB,-,Prescription,64048,1994-05-11,-,-,-,-
-,-,GENTAMICIN SULFATE,ANDA,-,AKORN,-,Prescription,62635,1987-01-08,-,-,-,-
-,-,GENTAMICIN SULFATE,ANDA,-,HOSPIRA,-,Prescription,62612,1986-02-20,-,-,-,-
-,-,GENTAMICIN SULFATE,ANDA,-,FOUGERA,-,Prescription,62533,1984-10-05,-,-,-,-
-,-,GENTAMICIN SULFATE,ANDA,-,FOUGERA,-,Prescription,62531,1984-07-05,-,-,-,-
-,-,GENTAMICIN SULFATE,ANDA,-,TARO,-,Prescription,62477,1983-12-23,-,-,-,-
-,-,GENTAMICIN SULFATE,ANDA,-,TARO,-,Prescription,62427,1983-05-26,-,-,-,-
-,-,GENTAMICIN SULFATE,ANDA,-,HOSPIRA,-,Prescription,62420,1983-08-15,-,-,-,-
-,-,GENTAMICIN SULFATE,ANDA,-,FRESENIUS KABI USA,-,Prescription,62366,1983-08-04,-,-,-,-
-,-,GENTAMICIN SULFATE,ANDA,-,PERRIGO NEW YORK,-,Prescription,62351,1982-02-18,-,-,-,-
-,-,GENTAMICIN SULFATE,ANDA,-,PERRIGO NEW YORK,-,Prescription,62307,1981-05-15,-,-,-,-
-,-,GENTAMICIN SULFATE,ANDA,-,ALCON RES LTD,-,Prescription,62196,1980-07-02,-,-,-,-
-,-,GENTAFAIR,-,-,-,-,Discontinued,62440,-,-,-,-,-
-,-,GENTAFAIR,-,-,-,-,Discontinued,62443,-,-,-,-,-
-,-,GENTAFAIR,-,-,-,-,Discontinued,62444,-,-,-,-,-
-,-,GENTAFAIR,-,-,-,-,Discontinued,62458,-,-,-,-,-
-,-,GENTAFAIR,-,-,-,-,Discontinued,62493,-,-,-,-,-
-,-,GENTAK,ANDA,-,AKORN,-,Prescription,64163,2001-10-12,-,-,-,-
-,-,GENTACIDIN,-,-,-,-,Discontinued,62480,-,-,-,-,-
-,-,GENTACIDIN,-,-,-,-,Discontinued,62501,-,-,-,-,-
-,False,GENOTROPIN,NDA,-,PHARMACIA AND UPJOHN,False,Prescription,20280,1995-08-24,-,-,False,-
-,False,GENOTROPIN,NDA,-,PHARMACIA AND UPJOHN,False,Prescription,20280,1995-08-24,-,-,False,-
-,-,GENOPTIC,ANDA,-,ALLERGAN,-,Prescription,62452,1984-10-10,-,-,-,-
-,-,GENGRAF,ANDA,-,ABBVIE,-,Prescription,65003,2000-05-12,-,-,-,-
-,-,GENERLAC,-,-,-,-,Discontinued,71842,-,-,-,-,-
-,-,GENESA,NDA,-,GENSIA AUTOMEDICS,-,Discontinued,20420,1997-09-12,-,-,-,-
-,-,GENERLAC,ANDA,-,MORTON GROVE PHARMS,-,Prescription,74603,1996-10-31,-,-,-,-
-,-,GENCEPT 10/11-28,ANDA,-,BARR,-,Discontinued,72697,1992-02-28,-,-,-,-
-,-,GENCEPT 10/11-21,ANDA,-,BARR,-,Discontinued,72694,1992-02-28,-,-,-,-
-,-,GENAPAX,ANDA,-,KEY PHARMS,-,Discontinued,85017,-,-,-,-,-
-,-,GEN-XENE,ANDA,-,ALRA,-,Prescription,71789,1988-04-26,-,-,-,-
-,-,GEN-XENE,ANDA,-,ALRA,-,Prescription,71788,1988-04-26,-,-,-,-
-,-,GEN-XENE,ANDA,-,ALRA,-,Prescription,71787,1988-04-26,-,-,-,-
-,-,GEMONIL,NDA,-,ABBVIE,-,Discontinued,8322,-,-,-,-,-
-,False,GEMZAR,NDA,-,LILLY,False,Prescription,20509,1996-05-15,-,-,False,-
-,-,GEMFIBROZIL,-,-,-,-,Discontinued,72929,-,-,-,-,-
-,-,GEMFIBROZIL,-,-,-,-,Discontinued,73466,-,-,-,-,-
-,-,GEMFIBROZIL,-,-,-,-,Discontinued,74156,-,-,-,-,-
-,-,GEMFIBROZIL,-,-,-,-,Discontinued,74360,-,-,-,-,-
-,-,GEMFIBROZIL,-,-,-,-,Discontinued,74442,-,-,-,-,-
-,-,GEMFIBROZIL,-,-,-,-,Discontinued,74452,-,-,-,-,-
-,-,GEMFIBROZIL,-,-,-,-,Discontinued,74615,-,-,-,-,-
-,-,GEMIFLOXACIN MESYLATE,ANDA,-,ORCHID HLTHCARE,-,Prescription,90466,2015-06-15,-,-,-,-
-,-,GEMFIBROZIL,ANDA,-,CADILA PHARMS LTD,-,Prescription,203266,2016-06-17,-,-,-,-
-,-,GEMFIBROZIL,ANDA,-,AUROBINDO PHARMA LTD,-,Prescription,202726,2015-09-16,-,-,-,-
-,-,GEMFIBROZIL,ANDA,-,SUN PHARM INDS INC,-,Prescription,79239,2008-12-29,-,-,-,-
-,-,GEMFIBROZIL,ANDA,-,NORTHSTAR HLTHCARE,-,Prescription,79072,2010-09-13,-,-,-,-
-,-,GEMFIBROZIL,ANDA,-,HIKMA PHARMS,-,Prescription,78599,2010-08-16,-,-,-,-
-,-,GEMFIBROZIL,ANDA,-,IMPAX PHARMS,-,Prescription,78207,2007-06-01,-,-,-,-
-,-,GEMFIBROZIL,ANDA,-,BLU CARIBE,-,Prescription,78012,2007-03-26,-,-,-,-
-,-,GEMFIBROZIL,ANDA,-,INVAGEN PHARMS,-,Prescription,77836,2006-07-27,-,-,-,-
-,-,GEMFIBROZIL,ANDA,-,APOTEX,-,Prescription,75034,1998-07-20,-,-,-,-
-,-,GEMFIBROZIL,ANDA,-,DAVA PHARMS INC,-,Prescription,74270,1993-09-27,-,-,-,-
-,-,GEMFIBROZIL,ANDA,-,TEVA,-,Prescription,74256,1993-10-31,-,-,-,-
-,-,GEMCITABINE HYDROCHLORIDE,ANDA,-,ACTAVIS INC,-,Prescription,204549,2016-04-11,-,-,-,-
-,-,GEMCITABINE,ANDA,-,TEVA PARENTERAL,-,None (Tentative Approval),90644,-,-,-,-,-
-,-,GEMCITABINE,ANDA,-,EUROHLTH INTL,-,None (Tentative Approval),78460,-,-,-,-,-
-,-,GEMCITABINE HYDROCHLORIDE,ANDA,-,GLAND PHARMA LTD,-,Prescription,204520,2016-01-05,-,-,-,-
-,-,GEMCITABINE HYDROCHLORIDE,ANDA,-,DR REDDYS LABS LTD,-,Prescription,202997,2013-05-07,-,-,-,-
-,-,GEMCITABINE HYDROCHLORIDE,ANDA,-,JIANGSU HANSOH PHARM,-,Prescription,202485,2013-05-07,-,-,-,-
-,-,GEMCITABINE HYDROCHLORIDE,ANDA,-,EMCURE PHARMS LTD,-,Prescription,202063,2012-09-11,-,-,-,-
-,-,GEMCITABINE HYDROCHLORIDE,ANDA,-,LUITPOLD PHARMS INC,-,Prescription,202031,2013-05-07,-,-,-,-
-,-,GEMCITABINE HYDROCHLORIDE,ANDA,-,MYLAN LABS LTD,-,Prescription,200145,2011-07-25,-,-,-,-
-,-,GEMCITABINE HYDROCHLORIDE,ANDA,-,SAGENT PHARMS,-,Prescription,91597,2013-05-07,-,-,-,-
